5.355000000000000426e+00,1.264000000000000012e+00,3.870000000000000107e-01,2.310000000000000109e-01,1.819999999999999951e-01,1.400000000000000133e-01,1.390000000000000124e-01,1.250000000000000000e-01,1.029999999999999943e-01,1.000000000000000056e-01
4.472099999999999653e+01,5.565999999999999837e+00,1.389999999999999902e+00,7.339999999999999858e-01,5.320000000000000284e-01,3.820000000000000062e-01,3.069999999999999951e-01,2.600000000000000089e-01,2.139999999999999958e-01,1.990000000000000102e-01
9.588500000000000512e+01,4.832500000000000284e+01,1.381300000000000061e+01,1.485999999999999988e+00,9.469999999999999529e-01,7.299999999999999822e-01,4.959999999999999964e-01,4.749999999999999778e-01,3.619999999999999885e-01,3.039999999999999925e-01
1.402139999999999986e+02,1.018460000000000036e+02,7.089199999999999591e+01,1.421799999999999997e+01,2.148000000000000131e+00,1.139000000000000012e+00,6.440000000000000169e-01,5.749999999999999556e-01,5.270000000000000240e-01,4.089999999999999747e-01
2.013979999999999961e+02,1.402299999999999898e+02,9.327700000000000102e+01,5.356600000000000250e+01,1.118299999999999983e+01,1.752000000000000002e+00,1.219000000000000083e+00,7.910000000000000364e-01,6.079999999999999849e-01,5.000000000000000000e-01
2.469799999999999898e+02,2.096279999999999859e+02,1.589579999999999984e+02,1.120420000000000016e+02,5.623599999999999710e+01,7.299999999999999822e+00,1.701000000000000068e+00,1.302999999999999936e+00,7.289999999999999813e-01,6.029999999999999805e-01
3.072189999999999941e+02,2.495920000000000130e+02,1.954010000000000105e+02,1.352129999999999939e+02,7.749899999999999523e+01,4.048599999999999710e+01,9.032999999999999474e+00,2.132000000000000117e+00,1.072000000000000064e+00,6.909999999999999476e-01
3.397649999999999864e+02,2.829619999999999891e+02,2.363009999999999877e+02,2.095649999999999977e+02,1.486100000000000136e+02,9.859900000000000375e+01,4.943099999999999739e+01,3.287999999999999812e+00,1.879999999999999893e+00,7.960000000000000409e-01
3.903929999999999723e+02,3.359100000000000250e+02,3.103600000000000136e+02,2.379240000000000066e+02,2.168280000000000030e+02,1.450469999999999970e+02,1.035870000000000033e+02,5.513199999999999790e+01,8.944000000000000838e+00,8.990000000000000213e-01
4.453949999999999818e+02,3.891240000000000236e+02,3.476469999999999914e+02,3.065009999999999764e+02,2.383710000000000093e+02,1.941189999999999998e+02,1.604329999999999927e+02,1.058299999999999983e+02,5.782800000000000296e+01,9.989999999999999991e-01
